,Average_salary,Title,Seniority,Rating,Hourly,Employer_provided,Company_age,Industry,Sector,Type of ownership,Size,State
5288,49.0,analyst,other,3.0,0,,21,Logistics & Supply Chain,Transportation & Logistics,Company - Private,1 to 50 employees,MI
5290,79.0,other,other,3.9,0,,48,Industrial Manufacturing,Manufacturing,Company - Public,5001 to 10000 employees,MI
5291,69.0,analyst,other,4.0,0,,116,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5292,67.0,analyst,other,4.0,0,,205,Logistics & Supply Chain,Transportation & Logistics,Subsidiary or Business Segment,10000+ employees,MI
5293,75.0,analyst,other,4.0,0,,43,Computer Hardware & Software,Information Technology,Company - Public,10000+ employees,MI
5294,76.0,other,other,4.1,0,,121,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5295,77.0,analyst,other,4.1,0,,121,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5296,56.0,analyst,other,3.1,0,,20,"Cable, Internet & Telephone Providers",Telecommunications,Company - Private,1001 to 5000 employees,MI
5299,62.5,analyst,other,3.9,0,,6,Advertising & Marketing,Business Services,Company - Private,5001 to 10000 employees,MI
5300,71.0,analyst,other,4.1,0,,105,Investment Banking & Asset Management,Finance,Company - Public,5001 to 10000 employees,MI
5301,56.0,analyst,other,2.5,0,,60,Advertising & Marketing,Business Services,Subsidiary or Business Segment,51 to 200 employees,MI
5302,75.0,analyst,other,4.0,0,,19,Internet,Information Technology,Company - Public,1001 to 5000 employees,MI
5303,51.0,other,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5304,123.5,other,senior,3.3,0,,65,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",Company - Private,5001 to 10000 employees,MI
5305,66.5,analyst,other,3.5,0,,25,Health Care Services & Hospitals,Health Care,Nonprofit Organization,10000+ employees,MI
5306,74.5,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5309,67.0,analyst,senior,4.0,0,,119,Consumer Products Manufacturing,Manufacturing,Company - Public,5001 to 10000 employees,MI
5310,97.5,manager,senior,3.9,0,,113,Advertising & Marketing,Business Services,Subsidiary or Business Segment,501 to 1000 employees,MI
5311,74.5,analyst,senior,4.1,0,,112,Consumer Products Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5312,108.5,data scientist,other,4.0,0,,35,Consulting,Business Services,Company - Public,10000+ employees,MI
5313,89.0,data engineer,other,5.0,0,,9,Staffing & Outsourcing,Business Services,Company - Private,1 to 50 employees,MI
5314,84.0,other,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5315,72.0,analyst,other,4.2,0,,102,Other Retail Stores,Retail,Company - Private,1001 to 5000 employees,MI
5316,76.0,analyst,other,3.2,0,,10,Health Care Services & Hospitals,Health Care,Hospital,10000+ employees,MI
5317,100.0,data engineer,other,4.0,0,,35,Consulting,Business Services,Company - Public,10000+ employees,MI
5319,58.0,data scientist,other,4.4,0,,207,Colleges & Universities,Education,College / University,10000+ employees,MI
5320,70.5,analyst,other,3.3,0,,117,Chemical Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5321,78.5,analyst,other,3.9,0,,48,Industrial Manufacturing,Manufacturing,Company - Public,5001 to 10000 employees,MI
5322,91.5,other,senior,3.8,0,,11,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,5001 to 10000 employees,MI
5324,74.5,analyst,other,4.4,0,,66,Colleges & Universities,Education,College / University,1001 to 5000 employees,MI
5325,106.5,analyst,senior,4.0,0,,116,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5326,56.0,analyst,other,4.2,0,,112,Insurance Carriers,Insurance,Company - Private,1001 to 5000 employees,MI
5327,75.5,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5328,100.0,data engineer,other,4.0,0,,35,Consulting,Business Services,Company - Public,10000+ employees,MI
5329,126.0,data scientist,senior,4.2,0,,121,Utilities,"Oil, Gas, Energy & Utilities",Company - Public,10000+ employees,MI
5331,108.0,other,other,3.9,0,,19,IT Services,Information Technology,Company - Private,51 to 200 employees,MI
5332,61.5,analyst,senior,4.4,0,,207,Colleges & Universities,Education,College / University,10000+ employees,MI
5333,132.0,other,other,4.0,0,,35,Consulting,Business Services,Company - Public,10000+ employees,MI
5334,94.5,data engineer,other,3.8,0,,15,Enterprise Software & Network Solutions,Information Technology,Company - Private,201 to 500 employees,MI
5335,79.5,analyst,other,3.0,0,,70,Food Production,Agriculture & Forestry,Company - Private,1001 to 5000 employees,MI
5337,64.5,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,MI
5338,64.5,analyst,other,4.4,0,,207,Colleges & Universities,Education,College / University,10000+ employees,MI
5340,72.5,analyst,other,4.2,0,,25,Banks & Credit Unions,Finance,Company - Private,501 to 1000 employees,MI
5341,82.5,other,other,3.9,0,,113,IT Services,Information Technology,Company - Public,10000+ employees,MI
5342,80.5,analyst,senior,4.2,0,,15,IT Services,Information Technology,Company - Private,1001 to 5000 employees,MI
5343,78.0,other,other,3.5,0,,77,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,MI
5344,58.0,analyst,other,2.7,0,,78,Miscellaneous Manufacturing,Manufacturing,Subsidiary or Business Segment,501 to 1000 employees,MI
5345,71.5,analyst,other,3.7,0,,27,Health Care Services & Hospitals,Health Care,Nonprofit Organization,10000+ employees,MI
5348,95.0,data engineer,other,4.1,0,,121,Transportation Equipment Manufacturing,Manufacturing,Company - Public,10000+ employees,MI
5349,96.5,other,senior,3.9,0,,39,Lending,Finance,Company - Private,10000+ employees,MI
5350,88.0,data engineer,other,4.0,0,,35,Consulting,Business Services,Company - Public,10000+ employees,MI
5351,60.5,other,senior,3.4,0,,37,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,10000+ employees,MI
5352,93.5,data scientist,other,4.2,0,,218,Consumer Products Manufacturing,Manufacturing,Company - Public,10000+ employees,NJ
5353,93.5,data scientist,other,4.2,0,,218,Consumer Products Manufacturing,Manufacturing,Company - Public,10000+ employees,NJ
5354,118.0,data engineer,other,3.2,0,,112,Social Assistance,Non-Profit,Nonprofit Organization,1001 to 5000 employees,NJ
5355,100.0,other,other,-1.0,0,,-1,-1,-1,-1,-1,NJ
5356,104.5,data engineer,other,3.3,0,,92,Logistics & Supply Chain,Transportation & Logistics,Company - Private,5001 to 10000 employees,NJ
5358,94.0,other,other,3.6,0,,9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,1001 to 5000 employees,NJ
5359,88.0,other,other,3.7,0,,30,Consulting,Business Services,Company - Public,10000+ employees,NJ
5360,118.5,data engineer,senior,3.3,0,,92,Logistics & Supply Chain,Transportation & Logistics,Company - Private,5001 to 10000 employees,NJ
5361,122.5,other,senior,-1.0,0,,-1,-1,-1,-1,-1,NJ
5362,116.0,other,senior,-1.0,0,,-1,-1,-1,-1,-1,NJ
5363,106.5,machine learning engineer,other,3.5,0,,6,Aerospace & Defense,Aerospace & Defense,Company - Public,10000+ employees,NJ
5364,98.5,data engineer,other,3.7,0,,30,Consulting,Business Services,Company - Public,10000+ employees,NJ
5365,93.5,data scientist,other,4.2,0,,218,Consumer Products Manufacturing,Manufacturing,Company - Public,10000+ employees,NJ
5366,94.5,data engineer,other,3.7,0,,30,Consulting,Business Services,Company - Public,10000+ employees,NJ
5367,105.0,other,senior,-1.0,0,,-1,-1,-1,-1,-1,NJ
5368,105.0,other,senior,-1.0,0,,-1,-1,-1,-1,-1,NJ
5369,146.575,director,senior,3.7,1,,-1,-1,-1,-1,-1,NJ
5371,132.0,other,senior,4.2,0,,28,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,NJ
5372,98.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,NJ
5373,103.5,data engineer,other,4.2,0,,218,Consumer Products Manufacturing,Manufacturing,Company - Public,10000+ employees,NJ
5375,108.5,other,other,3.7,0,,164,Insurance Carriers,Insurance,Company - Private,5001 to 10000 employees,NJ
5376,122.0,data scientist,other,4.3,0,,43,Computer Hardware & Software,Information Technology,Company - Private,1 to 50 employees,NJ
5377,79.5,machine learning engineer,other,3.8,0,,95,Research & Development,Business Services,Nonprofit Organization,10000+ employees,NJ
5378,95.0,other,senior,-1.0,0,,-1,-1,-1,-1,-1,NJ
5380,70.0,data scientist,other,3.8,0,,196,Consulting,Business Services,Company - Public,10000+ employees,NJ
5381,115.5,analyst,other,4.2,0,,7,Insurance Carriers,Insurance,Company - Public,1001 to 5000 employees,NJ
5382,120.5,data engineer,other,-1.0,0,,-1,-1,-1,-1,-1,NJ
5383,108.5,data scientist,other,3.8,0,,149,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,NJ
5384,108.0,data scientist,other,4.0,0,,24,Telecommunications Services,Telecommunications,Company - Public,10000+ employees,NJ
5386,96.0,data scientist,other,4.1,0,,152,Consumer Products Manufacturing,Manufacturing,Company - Public,10000+ employees,NJ
5387,91.5,data scientist,other,5.0,0,,17,IT Services,Information Technology,Company - Private,51 to 200 employees,NJ
5388,99.5,data scientist,other,4.1,0,,101,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,NJ
5389,71.0,analyst,other,4.2,0,,218,Consumer Products Manufacturing,Manufacturing,Company - Public,10000+ employees,NJ
5390,88.5,data scientist,other,4.1,0,,43,Computer Hardware & Software,Information Technology,Company - Private,10000+ employees,NJ
5391,101.5,data scientist,other,4.2,0,,78,Investment Banking & Asset Management,Finance,Company - Private,10000+ employees,NJ
5392,95.0,data scientist,other,3.6,0,,76,Education Training Services,Education,Nonprofit Organization,1001 to 5000 employees,NJ
5393,111.0,data scientist,other,3.6,0,,138,Consumer Products Manufacturing,Manufacturing,Subsidiary or Business Segment,1001 to 5000 employees,NJ
5394,116.5,data scientist,other,3.1,0,,-1,-1,-1,-1,-1,NJ
5396,112.0,data scientist,other,4.0,0,,42,Insurance Carriers,Insurance,Company - Private,1001 to 5000 employees,NJ
5397,113.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,NJ
5398,76.0,analyst,other,3.9,0,,13,Internet,Information Technology,Company - Private,51 to 200 employees,NJ
5400,108.0,data scientist,other,4.2,0,,24,IT Services,Information Technology,Company - Public,10000+ employees,NJ
5401,143.5,data scientist,senior,-1.0,0,,-1,-1,-1,-1,-1,NJ
5402,106.5,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,NJ
5403,82.0,other,other,3.6,0,,22,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,NJ
5404,112.0,data scientist,other,4.6,0,,27,Financial Transaction Processing,Finance,Company - Public,501 to 1000 employees,NJ
5406,73.5,other,senior,-1.0,0,,-1,-1,-1,-1,-1,NJ
5407,139.5,data scientist,other,3.8,0,,30,Internet,Information Technology,Company - Public,10000+ employees,NJ
5408,123.0,data scientist,other,3.5,0,,78,Car Rental,Travel & Tourism,Company - Public,10000+ employees,NJ
5410,100.0,other,other,3.4,0,,41,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,NJ
5411,58.0,other,other,4.0,0,,-1,-1,-1,-1,-1,NJ
5412,75.0,analyst,other,-1.0,0,,-1,-1,-1,-1,-1,NJ
5413,93.5,other,senior,-1.0,0,,-1,-1,-1,-1,-1,NJ
5414,103.5,data engineer,other,4.2,0,,218,Consumer Products Manufacturing,Manufacturing,Company - Public,10000+ employees,NJ
5415,103.5,data engineer,other,4.2,0,,-1,-1,-1,-1,-1,NJ
5416,82.5,other,other,-1.0,0,,-1,-1,-1,-1,-1,NJ
5417,145.5,data scientist,other,4.1,0,,166,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,NJ
5418,97.5,other,other,-1.0,0,,-1,-1,-1,-1,-1,NJ
5419,134.0,data scientist,other,4.1,0,,29,Motion Picture Production & Distribution,Media,Subsidiary or Business Segment,1001 to 5000 employees,NJ
5422,126.5,data scientist,other,4.5,0,,13,Consulting,Business Services,Company - Private,501 to 1000 employees,NJ
5423,139.5,other,senior,4.2,0,,218,Consumer Products Manufacturing,Manufacturing,Company - Public,10000+ employees,NJ
5427,89.5,data scientist,other,3.8,0,,11,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,5001 to 10000 employees,NJ
5429,106.0,data scientist,other,3.8,0,,11,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,5001 to 10000 employees,NJ
5430,140.5,data scientist,other,4.0,0,,35,Consulting,Business Services,Company - Public,10000+ employees,NJ
5431,112.5,data scientist,other,4.0,0,,92,Insurance Carriers,Insurance,Nonprofit Organization,5001 to 10000 employees,NJ
5432,105.0,analyst,senior,4.2,0,,7,Insurance Carriers,Insurance,Company - Public,1001 to 5000 employees,NJ
5434,118.0,other,senior,3.5,0,,6,Aerospace & Defense,Aerospace & Defense,Company - Public,10000+ employees,NJ
5435,106.5,other,senior,3.5,0,,6,Aerospace & Defense,Aerospace & Defense,Company - Public,10000+ employees,NJ
5436,80.5,analyst,other,4.3,0,,41,Staffing & Outsourcing,Business Services,Company - Private,201 to 500 employees,NJ
5437,72.0,other,other,4.0,0,,25,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Contract,51 to 200 employees,NJ
5438,107.0,other,senior,3.7,0,,207,Chemical Manufacturing,Manufacturing,Company - Public,10000+ employees,NJ
5439,100.0,data scientist,other,4.2,0,,137,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,NJ
5440,133.5,data scientist,senior,4.0,0,,75,Consulting,Business Services,Company - Public,10000+ employees,NJ
5441,101.0,data scientist,other,3.9,0,,31,Consulting,Business Services,Company - Private,201 to 500 employees,NJ
5442,83.0,other,other,4.5,0,,30,Staffing & Outsourcing,Business Services,Company - Private,201 to 500 employees,NJ
5443,139.5,data scientist,other,3.8,0,,30,Internet,Information Technology,Company - Public,10000+ employees,NJ
5445,70.5,other,other,4.5,0,,30,Staffing & Outsourcing,Business Services,Company - Private,201 to 500 employees,NJ
5446,58.0,data scientist,other,4.6,0,,278,Colleges & Universities,Education,College / University,5001 to 10000 employees,NJ
5447,107.5,data scientist,other,4.2,0,,137,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,NJ
5449,84.5,other,other,2.9,0,,34,Construction,"Construction, Repair & Maintenance",Company - Private,51 to 200 employees,NJ
5451,89.5,data scientist,other,3.7,0,,30,Consulting,Business Services,Company - Public,10000+ employees,NJ
5453,130.5,data scientist,senior,3.8,0,,11,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,5001 to 10000 employees,NJ
5454,103.0,data scientist,other,4.1,0,,101,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,NJ
5455,122.0,data scientist,senior,4.1,0,,166,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,NJ
5456,116.0,data scientist,senior,3.9,0,,37,Consulting,Business Services,Company - Private,10000+ employees,NJ
5457,111.0,data scientist,other,4.2,0,,28,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,10000+ employees,NJ
5458,68.5,analyst,other,4.0,0,,53,Research & Development,Business Services,Company - Public,5001 to 10000 employees,NJ
5459,133.5,data scientist,senior,4.0,0,,42,Insurance Carriers,Insurance,Company - Private,1001 to 5000 employees,NJ
5461,83.5,data scientist,other,3.6,0,,25,Consulting,Business Services,Company - Public,10000+ employees,NJ
5463,118.0,machine learning engineer,other,4.0,0,,7,IT Services,Information Technology,Company - Private,5001 to 10000 employees,NJ
5464,101.5,data scientist,other,4.6,0,,19,IT Services,Information Technology,-1,-1,NJ
5466,135.5,machine learning engineer,other,4.5,0,,13,Consulting,Business Services,Company - Private,501 to 1000 employees,NJ
5467,109.5,other,other,4.1,0,,139,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,10000+ employees,NJ
5468,145.5,data scientist,other,3.4,0,,30,General Merchandise & Superstores,Retail,Company - Public,10000+ employees,NJ
5469,116.0,data scientist,other,4.0,0,,169,Banks & Credit Unions,Finance,Company - Public,10000+ employees,NJ
5470,105.0,data scientist,other,3.8,0,,225,Banks & Credit Unions,Finance,Subsidiary or Business Segment,10000+ employees,NJ
5471,95.5,data scientist,other,4.6,0,,278,Colleges & Universities,Education,College / University,5001 to 10000 employees,NJ
5475,156.5,data scientist,senior,4.3,0,,26,Computer Hardware & Software,Information Technology,Company - Public,10000+ employees,NJ
5477,136.0,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,NJ
5478,109.5,machine learning engineer,other,4.1,0,,120,Banks & Credit Unions,Finance,Company - Public,10000+ employees,NJ
